"","Date","Site","Sat","LINEAGEQA","LINEAGEQA1","PIXELQA","PIXELQA1","RADSATQA","RADSATQA1","SRAEROSOLQA","SRATMOSOPACITYQA","SRATMOSOPACITYQA1","SRB1","SRB11","SRB2","SRB21","SRB3","SRB31","SRB4","SRB41","SRB5","SRB51","SRB6","SRB7","SRB71","SRCLOUDQA","SRCLOUDQA1","SatDate"
"435",2007-10-09,"S1",7,2,NA,68,NA,0,NA,NA,61.3333333333333,NA,201.666666666667,NA,198.666666666667,NA,162.333333333333,NA,159,NA,107.666666666667,NA,NA,106,NA,32,NA,2007-10-09
"436",2007-10-16,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,225,NA,210,NA,146.333333333333,NA,136,NA,69,NA,NA,72.6666666666667,NA,32,NA,2007-10-16
"437",2007-10-25,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,247.333333333333,NA,223.666666666667,NA,167.333333333333,NA,98.6666666666667,NA,63.6666666666667,NA,NA,38,NA,37.3333333333333,NA,2007-10-25
"438",2007-11-01,"S1",7,2,NA,68,NA,0,NA,NA,9,NA,218.333333333333,NA,209,NA,174.333333333333,NA,114,NA,66,NA,NA,59,NA,32,NA,2007-11-01
"439",2007-11-17,"S1",7,2,2,68,68,0,0,NA,8,8,222,222,288,288,198.5,198.5,150,150,79.5,79.5,NA,50,50,21.3333333333333,21.3333333333333,2007-11-17
"440",2007-12-03,"S1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2007-12-03
"441",2007-12-19,"S1",7,2,NA,68,NA,0,NA,NA,9,NA,350,NA,416,NA,267,NA,140.666666666667,NA,84,NA,NA,64,NA,36,NA,2007-12-19
"442",2007-12-28,"S1",7,2,NA,68,NA,0,NA,NA,9,NA,341,NA,366,NA,284,NA,117,NA,99.3333333333333,NA,NA,38.3333333333333,NA,32,NA,2007-12-28
"443",2008-01-13,"S1",7,2,NA,68,NA,0,NA,NA,12,NA,230.5,NA,208,NA,203,NA,110,NA,51.5,NA,NA,74.5,NA,21.3333333333333,NA,2008-01-13
"444",2015-11-08,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,213.666666666667,NA,181.333333333333,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-11-08
"445",2015-12-10,"S1",8,2,NA,882.666666666667,NA,0,NA,8,NA,NA,925.666666666667,NA,938.666666666667,NA,895.333333333333,NA,1059.66666666667,NA,1085.66666666667,NA,1085.66666666667,995.666666666667,NA,NA,NA,2015-12-10
"446",2016-01-02,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,78.3333333333333,NA,146.666666666667,NA,62.3333333333333,NA,18.3333333333333,NA,32,NA,32,26.6666666666667,NA,NA,NA,2016-01-02
"447",2016-01-27,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,191,NA,179.666666666667,NA,87.3333333333333,NA,30.6666666666667,NA,26,NA,26,20.3333333333333,NA,NA,NA,2016-01-27
"448",2016-02-12,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,206.333333333333,NA,183.666666666667,NA,91.3333333333333,NA,41.6666666666667,NA,29,NA,29,23.3333333333333,NA,NA,NA,2016-02-12
"449",2016-02-28,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,219.333333333333,NA,177.666666666667,NA,94.3333333333333,NA,69.3333333333333,NA,45.3333333333333,NA,45.3333333333333,35,NA,NA,NA,2016-02-28
"450",2016-03-15,"S1",8,2,NA,324,NA,0,NA,100,NA,NA,263.666666666667,NA,243,NA,172,NA,180.666666666667,NA,166,NA,166,131.666666666667,NA,NA,NA,2016-03-15
"451",2016-04-16,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,190.666666666667,NA,183,NA,103.666666666667,NA,75,NA,64.3333333333333,NA,64.3333333333333,50.3333333333333,NA,NA,NA,2016-04-16
"452",2016-05-02,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,284.666666666667,NA,261.333333333333,NA,194.666666666667,NA,176.666666666667,NA,155.333333333333,NA,155.333333333333,122.333333333333,NA,NA,NA,2016-05-02
"453",2016-05-09,"S1",8,2,NA,352,NA,0,NA,68,NA,NA,170.333333333333,NA,204,NA,157,NA,150.333333333333,NA,159.333333333333,NA,159.333333333333,130.666666666667,NA,NA,NA,2016-05-09
"454",2016-05-25,"S1",8,2,NA,480,NA,0,NA,8,NA,NA,975,NA,1085,NA,1104.66666666667,NA,1138,NA,1068.33333333333,NA,1068.33333333333,932,NA,NA,NA,2016-05-25
"455",2016-06-03,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,278,NA,259.666666666667,NA,163.666666666667,NA,113,NA,77,NA,77,62.6666666666667,NA,NA,NA,2016-06-03
"456",2016-06-19,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,273.333333333333,NA,257.666666666667,NA,141.666666666667,NA,78.3333333333333,NA,50,NA,50,41,NA,NA,NA,2016-06-19
"457",2016-07-05,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,247.333333333333,NA,299.333333333333,NA,133.333333333333,NA,57,NA,41.3333333333333,NA,41.3333333333333,38.3333333333333,NA,NA,NA,2016-07-05
"458",2016-07-12,"S1",8,2,NA,322,NA,0,NA,68,NA,NA,1077.33333333333,NA,1287,NA,1171.33333333333,NA,1103.33333333333,NA,1037.33333333333,NA,1037.33333333333,898.333333333333,NA,NA,NA,2016-07-12
"459",2016-07-21,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,241.666666666667,NA,380.333333333333,NA,188.666666666667,NA,79.3333333333333,NA,59.6666666666667,NA,59.6666666666667,50,NA,NA,NA,2016-07-21
"460",2016-08-29,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,166.666666666667,NA,269.333333333333,NA,175.333333333333,NA,119,NA,120.333333333333,NA,120.333333333333,105.666666666667,NA,NA,NA,2016-08-29
"461",2016-09-14,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,193.333333333333,NA,306.333333333333,NA,218.333333333333,NA,165.333333333333,NA,166.333333333333,NA,166.333333333333,138.333333333333,NA,NA,NA,2016-09-14
"462",2016-10-09,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,226.333333333333,NA,199.666666666667,NA,123.666666666667,NA,76.3333333333333,NA,60,NA,60,47,NA,NA,NA,2016-10-09
"463",2016-11-10,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,222.666666666667,NA,203.333333333333,NA,123.666666666667,NA,61.6666666666667,NA,46,NA,46,35.3333333333333,NA,NA,NA,2016-11-10
"464",2016-12-03,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,67.3333333333333,NA,111.666666666667,NA,60.3333333333333,NA,29,NA,36.3333333333333,NA,36.3333333333333,29.3333333333333,NA,NA,NA,2016-12-03
"465",2016-12-19,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,78,NA,138.666666666667,NA,72.3333333333333,NA,39,NA,48.6666666666667,NA,48.6666666666667,38.3333333333333,NA,NA,NA,2016-12-19
"466",2017-01-04,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,12.3333333333333,NA,81.3333333333333,NA,22,NA,6.66666666666667,NA,26,NA,26,21.3333333333333,NA,NA,NA,2017-01-04
"467",2017-02-05,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,27,NA,98,NA,41,NA,15.3333333333333,NA,27,NA,27,22,NA,NA,NA,2017-02-05
"468",2017-02-21,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,8.33333333333333,NA,92,NA,35,NA,4.33333333333333,NA,16.6666666666667,NA,16.6666666666667,16,NA,NA,NA,2017-02-21
"469",2017-03-01,"S1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-03-01
"470",2017-03-02,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,198.333333333333,NA,208,NA,114,NA,69,NA,41.3333333333333,NA,41.3333333333333,30.3333333333333,NA,NA,NA,2017-03-02
"471",2017-03-09,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,34,NA,99.6666666666667,NA,44.3333333333333,NA,25.3333333333333,NA,31,NA,31,22.6666666666667,NA,NA,NA,2017-03-09
"472",2017-03-10,"S1",7,2,NA,68,NA,0,NA,NA,9,NA,237,NA,247,NA,123,NA,137,NA,73.6666666666667,NA,NA,42.3333333333333,NA,36,NA,2017-03-10
"473",2017-03-18,"S1",8,2,NA,324,NA,0,NA,78.6666666666667,NA,NA,276.666666666667,NA,293.333333333333,NA,207.666666666667,NA,207.666666666667,NA,172.666666666667,NA,172.666666666667,140.666666666667,NA,NA,NA,2017-03-18
"474",2017-03-25,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,115.333333333333,NA,164.333333333333,NA,106.666666666667,NA,83.3333333333333,NA,57.3333333333333,NA,57.3333333333333,38,NA,NA,NA,2017-03-25
"475",2017-04-02,"S1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-04-02
"476",2017-04-03,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,330,NA,342.666666666667,NA,260.333333333333,NA,249.333333333333,NA,205,NA,205,168.333333333333,NA,NA,NA,2017-04-03
"477",2017-04-10,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,213.333333333333,NA,299,NA,230,NA,235.333333333333,NA,202.333333333333,NA,202.333333333333,160.666666666667,NA,NA,NA,2017-04-10
"478",2017-04-11,"S1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-04-11
"479",2017-04-18,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,400.5,NA,481,NA,397,NA,376,NA,310,NA,NA,275,NA,26.6666666666667,NA,2017-04-18
"480",2017-04-26,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,244,NA,346.666666666667,NA,280,NA,273,NA,284.333333333333,NA,284.333333333333,244.666666666667,NA,NA,NA,2017-04-26
"481",2017-04-27,"S1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-04-27
"482",2017-05-04,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,431,NA,487.666666666667,NA,417.333333333333,NA,374.333333333333,NA,284,NA,NA,227,NA,40,NA,2017-05-04
"483",2017-05-05,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,293.333333333333,NA,335,NA,215.333333333333,NA,141.666666666667,NA,108,NA,108,87,NA,NA,NA,2017-05-05
"484",2017-05-12,"S1",8,2,NA,352,NA,0,NA,68,NA,NA,695,NA,878.666666666667,NA,819.333333333333,NA,832,NA,851.666666666667,NA,851.666666666667,717.333333333333,NA,NA,NA,2017-05-12
"485",2017-05-21,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,204.666666666667,NA,255.666666666667,NA,140.666666666667,NA,58.6666666666667,NA,45,NA,45,37,NA,NA,NA,2017-05-21
"486",2017-05-28,"S1",8,2,NA,328,NA,0,NA,80,NA,NA,239.666666666667,NA,369,NA,277.333333333333,NA,201.333333333333,NA,192.333333333333,NA,192.333333333333,155,NA,NA,NA,2017-05-28
"487",2017-05-29,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,301,NA,353,NA,284,NA,234.333333333333,NA,162,NA,NA,125.333333333333,NA,40,NA,2017-05-29
"488",2017-06-05,"S1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-06-05
"489",2017-06-06,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,453,NA,556.333333333333,NA,451.666666666667,NA,432.333333333333,NA,418,NA,418,362.666666666667,NA,NA,NA,2017-06-06
"490",2017-06-13,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,164,NA,282.333333333333,NA,189.666666666667,NA,112.666666666667,NA,100,NA,100,83,NA,NA,NA,2017-06-13
"491",2017-06-14,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,267,NA,310.333333333333,NA,188.333333333333,NA,163.333333333333,NA,106,NA,NA,75,NA,40,NA,2017-06-14
"492",2017-06-21,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,509.333333333333,NA,579.666666666667,NA,451.666666666667,NA,351.666666666667,NA,191.333333333333,NA,NA,156.666666666667,NA,40,NA,2017-06-21
"493",2017-06-22,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,349.666666666667,NA,451.666666666667,NA,313,NA,199,NA,158.333333333333,NA,158.333333333333,123.333333333333,NA,NA,NA,2017-06-22
"494",2017-06-29,"S1",8,2,NA,323.333333333333,NA,0,NA,68,NA,NA,942,NA,1104,NA,1070,NA,1029.66666666667,NA,950.666666666667,NA,950.666666666667,823.666666666667,NA,NA,NA,2017-06-29
"495",2017-06-30,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,257,NA,293.666666666667,NA,211,NA,158,NA,93.3333333333333,NA,NA,69,NA,40,NA,2017-06-30
"496",2017-07-07,"S1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-07-07
"497",2017-07-08,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,393.666666666667,NA,457.666666666667,NA,316,NA,215.333333333333,NA,163.333333333333,NA,163.333333333333,124.333333333333,NA,NA,NA,2017-07-08
"498",2017-07-15,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,232.666666666667,NA,346.333333333333,NA,229,NA,155,NA,130,NA,130,106,NA,NA,NA,2017-07-15
"499",2017-07-16,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,407,NA,448,NA,322,NA,274,NA,191,NA,NA,134,NA,13.3333333333333,NA,2017-07-16
"500",2017-07-23,"S1",7,2,NA,224,NA,0.666666666666667,NA,NA,8,NA,8711,NA,3261,NA,3385.66666666667,NA,3693,NA,2245,NA,NA,1880.33333333333,NA,2,NA,2017-07-23
"501",2017-07-31,"S1",8,2,NA,480,NA,0,NA,8,NA,NA,2130.66666666667,NA,2350,NA,2526.33333333333,NA,3173.66666666667,NA,3329.66666666667,NA,3329.66666666667,3009.66666666667,NA,NA,NA,2017-07-31
"502",2017-08-01,"S1",7,2,NA,224,NA,2,NA,NA,84,NA,20000,NA,3303.33333333333,NA,3584,NA,4205.33333333333,NA,3864,NA,NA,3362,NA,2,NA,2017-08-01
"503",2017-08-08,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,187.666666666667,NA,291,NA,220.666666666667,NA,143.666666666667,NA,62,NA,NA,80.6666666666667,NA,37.3333333333333,NA,2017-08-08
"504",2017-08-09,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,183,NA,261,NA,162,NA,55,NA,43.6666666666667,NA,43.6666666666667,39.3333333333333,NA,NA,NA,2017-08-09
"505",2017-08-16,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,113,NA,218.333333333333,NA,146,NA,78,NA,76.6666666666667,NA,76.6666666666667,65,NA,NA,NA,2017-08-16
"506",2017-08-17,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,210.333333333333,NA,278.666666666667,NA,183.666666666667,NA,122.666666666667,NA,69.3333333333333,NA,NA,58.3333333333333,NA,40,NA,2017-08-17
"507",2017-08-24,"S1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-08-24
"508",2017-08-25,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,211.333333333333,NA,265.333333333333,NA,157,NA,60,NA,39.6666666666667,NA,39.6666666666667,34,NA,NA,NA,2017-08-25
"509",2017-09-01,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,206.333333333333,NA,341.333333333333,NA,223.333333333333,NA,126.666666666667,NA,71,NA,71,53.6666666666667,NA,NA,NA,2017-09-01
"510",2017-09-02,"S1",7,2,NA,68,NA,0,NA,NA,28,NA,421.666666666667,NA,436,NA,343.666666666667,NA,276.666666666667,NA,124.666666666667,NA,NA,76.6666666666667,NA,40,NA,2017-09-02
"511",2017-09-09,"S1",7,2,NA,68,NA,0,NA,NA,186,NA,541.666666666667,NA,643.666666666667,NA,487.666666666667,NA,459,NA,280.333333333333,NA,NA,181.333333333333,NA,32,NA,2017-09-09
"512",2017-09-10,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,266.333333333333,NA,338,NA,204,NA,97.3333333333333,NA,46.6666666666667,NA,46.6666666666667,32.3333333333333,NA,NA,NA,2017-09-10
"513",2017-09-17,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,138.666666666667,NA,248.333333333333,NA,165.333333333333,NA,85.3333333333333,NA,59,NA,59,43.6666666666667,NA,NA,NA,2017-09-17
"514",2017-09-25,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,179.666666666667,NA,241.666666666667,NA,183.333333333333,NA,139,NA,93,NA,NA,39.3333333333333,NA,38.6666666666667,NA,2017-09-25
"515",2017-09-26,"S1",8,2,NA,992,NA,0,NA,8,NA,NA,5176,NA,5140.66666666667,NA,5219.33333333333,NA,5482,NA,1871.66666666667,NA,1871.66666666667,2075.33333333333,NA,NA,NA,2017-09-26
"516",2017-10-03,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,110.333333333333,NA,192,NA,133.666666666667,NA,76.6666666666667,NA,72,NA,72,56.3333333333333,NA,NA,NA,2017-10-03
"517",2017-10-04,"S1",7,2,NA,68,NA,0,NA,NA,9,NA,273.666666666667,NA,283,NA,198.666666666667,NA,168,NA,73.3333333333333,NA,NA,69,NA,37.3333333333333,NA,2017-10-04
"518",2017-10-11,"S1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-10-11
"519",2017-10-12,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,179.666666666667,NA,205.333333333333,NA,131,NA,46.6666666666667,NA,36.3333333333333,NA,36.3333333333333,31.6666666666667,NA,NA,NA,2017-10-12
"520",2017-10-19,"S1",8,2,NA,328,NA,0,NA,80,NA,NA,276,NA,337.666666666667,NA,299.333333333333,NA,331,NA,356.666666666667,NA,356.666666666667,250,NA,NA,NA,2017-10-19
"521",2017-10-20,"S1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-10-20
"522",2017-10-27,"S1",7,2,NA,68,NA,0,NA,NA,9,NA,233.666666666667,NA,248.333333333333,NA,213,NA,141.333333333333,NA,90.6666666666667,NA,NA,66.3333333333333,NA,34.6666666666667,NA,2017-10-27
"523",2017-10-28,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,233.333333333333,NA,245,NA,168,NA,90,NA,57.3333333333333,NA,57.3333333333333,43,NA,NA,NA,2017-10-28
"524",2017-11-04,"S1",8,2,NA,992,NA,0,NA,8,NA,NA,7061.33333333333,NA,7442.33333333333,NA,7455.66666666667,NA,7393.33333333333,NA,4922.33333333333,NA,4922.33333333333,3554.66666666667,NA,NA,NA,2017-11-04
"525",2017-11-05,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,245,NA,261,NA,162,NA,119,NA,27,NA,NA,0,NA,10.6666666666667,NA,2017-11-05
"526",2017-11-12,"S1",7,2,NA,224,NA,0,NA,NA,12,NA,1283,NA,1438.33333333333,NA,1592.66666666667,NA,1974.66666666667,NA,2219.33333333333,NA,NA,2164.33333333333,NA,2,NA,2017-11-12
"527",2017-11-13,"S1",8,2,NA,608,NA,0,NA,58.6666666666667,NA,NA,933.666666666667,NA,1179.33333333333,NA,1280.33333333333,NA,1720,NA,1761.66666666667,NA,1761.66666666667,1684,NA,NA,NA,2017-11-13
"528",2017-11-20,"S1",8,2,NA,352,NA,0,NA,164,NA,NA,366.333333333333,NA,460.666666666667,NA,464,NA,557.666666666667,NA,578,NA,578,494,NA,NA,NA,2017-11-20
"529",2017-11-21,"S1",7,2,NA,68,NA,0,NA,NA,24,NA,577.333333333333,NA,561.333333333333,NA,554.333333333333,NA,584,NA,519.666666666667,NA,NA,427.333333333333,NA,0,NA,2017-11-21
"530",2017-11-28,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,225,NA,228,NA,131,NA,123,NA,86.6666666666667,NA,NA,79.6666666666667,NA,36,NA,2017-11-28
"531",2017-11-29,"S1",8,2,NA,992,NA,0,NA,8,NA,NA,2616.33333333333,NA,2619.33333333333,NA,2644.66666666667,NA,2839.33333333333,NA,1729,NA,1729,1679,NA,NA,NA,2017-11-29
"532",2017-12-06,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,70,NA,107.666666666667,NA,72,NA,41.6666666666667,NA,42.3333333333333,NA,42.3333333333333,31.6666666666667,NA,NA,NA,2017-12-06
"533",2017-12-07,"S1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-12-07
"534",2017-12-14,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,373.666666666667,NA,372.333333333333,NA,299,NA,248.333333333333,NA,104,NA,NA,73,NA,32,NA,2017-12-14
"535",2017-12-15,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,236.666666666667,NA,199.666666666667,NA,130,NA,67,NA,39,NA,39,29.3333333333333,NA,NA,NA,2017-12-15
"536",2017-12-22,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,70.3333333333333,NA,114.666666666667,NA,61.6666666666667,NA,38,NA,42,NA,42,37,NA,NA,NA,2017-12-22
"537",2017-12-23,"S1",7,2,NA,224,NA,0,NA,NA,142,NA,3005.33333333333,NA,3118,NA,3249,NA,3464,NA,2431,NA,NA,2129.33333333333,NA,2,NA,2017-12-23
"538",2017-12-30,"S1",7,2,NA,68,NA,0,NA,NA,9,NA,242.333333333333,NA,267.666666666667,NA,197.333333333333,NA,174,NA,154.333333333333,NA,NA,98.3333333333333,NA,32,NA,2017-12-30
"539",2017-12-31,"S1",8,2,NA,992,NA,0,NA,8,NA,NA,3703.66666666667,NA,3576,NA,3658,NA,3897.33333333333,NA,2078,NA,2078,2155,NA,NA,NA,2017-12-31
"540",2018-01-07,"S1",8,2,NA,324,NA,0,NA,89.3333333333333,NA,NA,184.666666666667,NA,267.666666666667,NA,250,NA,303.333333333333,NA,342.666666666667,NA,342.666666666667,299.333333333333,NA,NA,NA,2018-01-07
"541",2018-01-08,"S1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2018-01-08
"542",2018-01-15,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,460.5,NA,420,NA,343.5,NA,406,NA,331.5,NA,NA,199.5,NA,0,NA,2018-01-15
"543",2018-01-16,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,300,NA,296.333333333333,NA,224.666666666667,NA,222.333333333333,NA,218,NA,218,182,NA,NA,NA,2018-01-16
"544",2018-01-23,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,83.3333333333333,NA,148.666666666667,NA,80.6666666666667,NA,39,NA,46.3333333333333,NA,46.3333333333333,34,NA,NA,NA,2018-01-23
"545",2018-01-24,"S1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2018-01-24
"546",2018-01-31,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,235.333333333333,NA,251,NA,138.666666666667,NA,137.333333333333,NA,135.666666666667,NA,NA,152,NA,32,NA,2018-01-31
"547",2018-02-01,"S1",8,2,NA,324,NA,0,NA,89.3333333333333,NA,NA,433.666666666667,NA,421.333333333333,NA,349.333333333333,NA,362,NA,395,NA,395,347,NA,NA,NA,2018-02-01
"548",2018-02-08,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,60.6666666666667,NA,93.3333333333333,NA,46,NA,26.3333333333333,NA,35.3333333333333,NA,35.3333333333333,32.6666666666667,NA,NA,NA,2018-02-08
"549",2018-02-09,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,210.666666666667,NA,187,NA,105.666666666667,NA,98,NA,100,NA,NA,93.6666666666667,NA,32,NA,2018-02-09
"550",2018-02-16,"S1",7,2,NA,224,NA,2,NA,NA,NA,NA,20000,NA,4718,NA,4888.5,NA,5124,NA,2139.5,NA,NA,1918,NA,1.33333333333333,NA,2018-02-16
"551",2018-02-17,"S1",8,2,NA,324,NA,0,NA,153.333333333333,NA,NA,287.666666666667,NA,300,NA,259.666666666667,NA,316.666666666667,NA,321.333333333333,NA,321.333333333333,286.666666666667,NA,NA,NA,2018-02-17
"552",2018-02-24,"S1",8,2,NA,324,NA,0,NA,68,NA,NA,81,NA,128.333333333333,NA,72,NA,46.6666666666667,NA,54.6666666666667,NA,54.6666666666667,42,NA,NA,NA,2018-02-24
"553",2007-01-01,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,313,NA,305.666666666667,NA,235.333333333333,NA,194,NA,97.3333333333333,NA,NA,50.3333333333333,NA,32,NA,2007-01-01
"554",2007-01-17,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,236.666666666667,NA,273,NA,225.333333333333,NA,180.666666666667,NA,128,NA,NA,121.333333333333,NA,32,NA,2007-01-17
"555",2007-01-26,"S2",7,2,NA,68,NA,0,NA,NA,19,NA,295,NA,239,NA,216.666666666667,NA,148.666666666667,NA,112,NA,NA,71,NA,32,NA,2007-01-26
"556",2007-02-02,"S2",7,2,NA,68,NA,0,NA,NA,9,NA,297,NA,408,NA,275,NA,267,NA,95,NA,NA,133,NA,10.6666666666667,NA,2007-02-02
"557",2007-02-27,"S2",7,2,NA,68,NA,0,NA,NA,15,NA,280.666666666667,NA,248.666666666667,NA,165,NA,183,NA,109,NA,NA,84.6666666666667,NA,32,NA,2007-02-27
"558",2007-03-15,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-03-15
"559",2007-03-31,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,306,NA,356.666666666667,NA,293,NA,248.333333333333,NA,138.333333333333,NA,NA,118.333333333333,NA,40,NA,2007-03-31
"560",2007-04-07,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-04-07
"561",2007-04-16,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-04-16
"562",2007-05-02,"S2",7,2,NA,68,NA,0,NA,NA,51,NA,542.333333333333,NA,594.666666666667,NA,538.666666666667,NA,578.666666666667,NA,521.333333333333,NA,NA,456,NA,2,NA,2007-05-02
"563",2007-05-09,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,293,NA,430,NA,318,NA,262,NA,207.666666666667,NA,NA,157,NA,36,NA,2007-05-09
"564",2007-05-18,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,443.666666666667,NA,531.666666666667,NA,435,NA,382.333333333333,NA,259.333333333333,NA,NA,181,NA,40,NA,2007-05-18
"565",2007-05-25,"S2",7,2,NA,68,NA,0,NA,NA,8,NA,455.333333333333,NA,630,NA,541.666666666667,NA,519.666666666667,NA,436,NA,NA,376,NA,40,NA,2007-05-25
